,Date,Time,Title,Description,Category,Priority,Status,Location,Department,Class,Year,Month,Day/Night,Quarter,Week,Response Time(min),Resolution Time(min),Duration(min),Priority_,Status_,Department_,Location_,Class_
783,2021-01-07,05:14:30,Application Memory Leak,The application has a memory leak leading to excessive memory usage and potential crashes.,2,Medium,Resolved,Server Room,Applications,Performance,2021,January,night,First,1,15,30,45,2,3,1,2,1
784,2022-05-06,07:22:54,Network DHCP Server Failure,The DHCP server fails causing IP address assignment issues for network devices.,8,Medium,Resolved,Office,IT,Infrastructure,2022,May,day,Second,18,30,60,90,2,3,2,1,2
785,2022-06-09,08:58:49,Data Archiving Problem,A problem is encountered during data archiving affecting the proper storage and retrieval of historical data.,11,Medium,Resolved,Data Center,IT,Data,2022,June,day,Second,23,20,40,60,2,3,2,3,6
786,2020-12-21,07:14:10,Network DHCP Lease Exhaustion,The DHCP lease pool is exhausted causing inability to assign IP addresses to new devices.,14,Medium,Resolved,Office,IT,Configuration,2020,December,day,Fourth,52,10,20,30,2,3,2,1,7
787,2021-05-27,17:45:56,VPN Connection Dropout,The VPN connection drops intermittently causing disruption in remote access to the network.,5,Medium,Resolved,Office,IT,Network,2021,May,day,Second,21,5,10,15,2,3,2,1,3
788,2021-09-07,19:29:23,Network Bandwidth Limitation,Insufficient network bandwidth is impacting data transfer and application performance.,6,High,Resolved,Data Center,IT,Network,2021,September,night,Third,36,15,30,45,3,3,2,3,3
789,2020-07-12,11:26:01,Functionality Error,An error occurs in the functionality of an application causing incorrect results.,0,Medium,Resolved,Office,IT,Application,2020,July,day,Third,28,15,30,45,2,3,2,1,0
790,2022-10-15,18:33:55,Email Server Unavailable,Users are unable to send or receive emails due to an issue with the email server.,1,Medium,Resolved,Server Room,IT,Application,2022,October,day,Fourth,41,20,40,60,2,3,2,2,0
791,2020-12-13,13:18:36,Database Configuration Review,Reviewing database configuration settings to identify potential improvements in performance security or compilence,17,Medium,Resolved,Office,IT,Configuration,2020,December,day,Fourth,50,30,60,90,2,3,2,1,7
792,2022-01-04,09:31:08,Database Data Import Error,There is an error during the data import process resulting in incomplete or corrupted data.,13,Medium,Resolved,Data Center,IT,Data,2022,January,day,First,1,20,40,60,2,3,2,3,6
793,2023-11-26,13:05:00,Printer Paper Jam,The printer is jammed with paper.,9,Low,Resolved,Office,Infrastructure,Hardware,2023,November,day,Fourth,47,5,5,10,1,3,3,1,4
794,2023-07-15,11:20:00,Network Performance Degradation,Slow network performance affecting user experience.,4,Medium,In Progress,Server Room,Infrastructure,Performance,2023,July,day,Third,28,0,0,0,2,2,3,2,1
795,2021-02-26,10:24:49,Application User Interface Bug,The application's user interface contains a bug leading to display or usability issues.,1,Medium,Resolved,Server Room,Applications,Application,2021,February,day,First,8,15,30,45,2,3,1,2,0
796,2023-01-19,15:47:33,Physical Access Control Breach,A breach in physical access controls is reported potentially allowing unauthorized individuals into restricted areas.,12,Critical,Resolved,Data Center,IT,Security,2023,January,day,First,3,10,20,30,4,3,2,3,5
797,2022-02-13,06:02:00,Database Data Corruption,The database experiences data corruption resulting in inconsistencies and potential data loss.,13,High,Resolved,Data Center,IT,Data,2022,February,day,First,6,5,10,15,3,3,2,3,6
798,2023-09-06,10:05:00,Application Bug,Users are experiencing unexpected errors in the application.,0,Medium,In Progress,Office,Applications,Application,2023,September,day,Third,36,0,0,0,2,2,1,1,0
799,2022-05-02,08:13:24,Network Bandwidth Saturation,The network bandwidth is saturated causing slow network speeds and congestion.,5,High,Resolved,Data Center,Infrastructure,Network,2022,May,day,Second,18,10,20,30,3,3,3,3,3
800,2022-10-04,01:58:57,Application Error Logging Failure,The application fails to log errors making it difficult to troubleshoot and identify issues.,1,Medium,Resolved,Office,Applications,Application,2022,October,night,Fourth,40,10,20,30,2,3,1,1,0
801,2023-06-22,13:45:00,Keyboard Not Responsive,The keyboard is not responding to key presses.,9,Medium,Open,Office,IT,Hardware,2023,June,day,Second,25,5,30,15,2,1,2,1,4
802,2022-11-01,12:15:36,Application Configuration Loss,The application loses its configuration settings requiring reconfiguration and setup.,14,Medium,Resolved,Server Room,Applications,Configuration,2022,November,day,Fourth,44,30,60,90,2,3,1,2,7
803,2023-05-03,04:57:32,Network DNS Configuration Error,There is an error in the DNS configuration causing DNS resolution failures.,14,Medium,Resolved,Office,IT,Configuration,2023,May,night,Second,18,30,60,90,2,3,2,1,7
804,2023-05-09,15:45:00,Network VLAN Configuration Issue,Incorrect VLAN configuration leading to network connectivity problems.,6,High,Resolved,Server Room,Infrastructure,Network,2023,May,day,Second,19,10,50,60,3,3,3,2,3
805,2022-09-01,18:10:49,Application Configuration Rollback,A rollback of application configuration settings to a previous state to resolve issues introduced by recent changes.,17,Medium,Resolved,Office,IT,Configuration,2022,September,day,Third,35,15,30,45,2,3,2,1,7
806,2023-03-27,16:33:22,Server Room Fire Suppression System Activation,The fire suppression system in the server room is activated requiring investigation and cleanup.,8,Critical,Resolved,Server Room,Infrastructure,Infrastructure,2023,March,day,First,13,10,20,30,4,3,3,2,2
807,2021-03-27,17:09:24,Application Access Permission Denied,Users are denied access to specific features or data within the application due to permission restrictions.,16,Medium,Resolved,Server Room,Applications,Application,2021,March,day,First,12,30,60,90,2,3,1,2,0
808,2021-12-11,17:51:42,Unauthorized Database Modification,An unauthorized user makes modifications to the database potentially compromising data integrity.,12,High,Resolved,Data Center,IT,Security,2021,December,day,Fourth,49,30,60,90,3,3,2,3,5
809,2023-08-29,13:10:00,Database Backup Failure,The scheduled database backup has failed.,11,Medium,In Progress,Office,IT,Data,2023,August,day,Third,35,0,0,0,2,2,2,1,6
810,2020-07-12,08:55:40,Network Port Security Violation,A network port security violation is detected indicating unauthorized access attempts.,10,High,Resolved,Data Center,IT,Security,2020,July,day,Third,28,10,20,30,3,3,2,3,5
811,2021-04-19,20:54:03,Email Delivery Failure,Outgoing emails fail to be delivered resulting in bounced emails.,1,High,Resolved,Server Room,IT,Application,2021,April,night,Second,16,5,10,15,3,3,2,2,0
812,2023-08-06,09:20:00,Database Connection Error,Unable to establish a connection to the database.,0,High,Resolved,Office,Applications,Application,2023,August,day,Third,31,5,15,20,3,3,1,1,0
813,2023-05-07,12:45:00,Monitor Power Button Failure,The power button on the monitor is not functioning.,9,Low,Open,Office,IT,Hardware,2023,May,day,Second,18,5,30,15,1,1,2,1,4
814,2023-07-02,11:52:34,Network DNS Misconfiguration,The DNS settings are misconfigured causing issues with domain resolution.,5,Medium,Resolved,Data Center,IT,Network,2023,July,day,Third,26,20,40,60,2,3,2,3,3
815,2022-08-04,00:11:34,Network Infrastructure Upgrade,Upgrading network infrastructure components to enhance performance and reliability.,6,Medium,Resolved,Data Center,IT,Network,2022,August,night,Third,31,10,20,30,2,3,2,3,3
816,2021-07-29,23:06:09,Data Retrieval Issue,The application experiences difficulties retrieving data from the database or external sources.,0,High,Resolved,Data Center,IT,Application,2021,July,night,Third,30,30,60,90,3,3,2,3,0
817,2023-08-25,09:30:00,Unauthorized Access,An unauthorized user gained access to sensitive data.,12,Critical,Resolved,Data Center,Security,Security,2023,August,day,Third,34,0,0,0,4,3,4,3,5
818,2021-09-15,05:08:04,Database Security Vulnerability,There is a security vulnerability identified in the database system requiring patching or mitigation.,16,High,Resolved,Server Room,IT,Security,2021,September,night,Third,37,30,60,90,3,3,2,2,5
819,2023-09-13,08:55:00,Server Power Supply Failure,A power supply unit on the server has failed.,9,High,Resolved,Data Center,Infrastructure,Hardware,2023,September,day,Third,37,10,50,60,3,3,3,3,4
820,2023-02-15,15:47:04,Software License Violation,Unauthorized usage of software licenses has been detected requiring license compliance measures.,16,High,Resolved,Office,IT,Security,2023,February,day,First,7,15,30,45,3,3,2,1,5
821,2021-01-15,16:26:50,Unauthorized Remote Access,An unauthorized user gains remote access to the system bypassing security measures.,12,High,Resolved,Data Center,IT,Security,2021,January,day,First,2,5,10,15,3,3,2,3,5
822,2022-01-07,19:39:47,Internet Service Outage,The internet service provider experiences an outage. disrupting internet connectivity.,5,High,Resolved,Office,Infrastructure,Network,2022,January,night,First,1,15,165,180,3,3,3,1,3
823,2022-07-25,18:39:12,Database Connection Timeout,The application is unable to establish a connection with the database server.,1,Medium,Resolved,Data Center,Applications,Application,2022,July,day,Third,30,30,60,90,2,3,1,3,0
824,2023-02-10,12:15:00,Network Firewall Block,The firewall is blocking legitimate network traffic.,12,Medium,Open,Server Room,Security,Security,2023,February,day,First,6,0,0,0,2,1,4,2,5
825,2022-07-28,09:14:10,Physical Security Breach,A physical breach of security is reported potentially compromising the data center's physical assets.,12,High,Resolved,Data Center,IT,Security,2022,July,day,Third,30,15,30,45,3,3,2,3,5
826,2022-08-01,21:59:20,Server Room Power Outage,There is a power outage in the server room resulting in service interruption and potential data loss.,8,Critical,Resolved,Server Room,Infrastructure,Infrastructure,2022,August,night,Third,31,5,10,15,4,3,3,2,2
827,2021-07-17,06:56:15,Network ACL Misconfiguration,A misconfiguration in network Access Control Lists (ACLs) causes access issues or security vulnerabilities.,17,High,Resolved,Data Center,IT,Configuration,2021,July,day,Third,28,20,40,60,3,3,2,3,7
828,2022-07-02,17:46:23,Database Backup Storage Full,The backup storage for the database becomes full preventing further backups and potentially leading to data loss in case of a disaster.,13,High,Resolved,Data Center,IT,Data,2022,July,day,Third,26,10,20,30,3,3,2,3,6
829,2023-09-19,11:25:00,Database Connection Error,Unable to establish a connection to the database.,0,High,Resolved,Office,Applications,Application,2023,September,day,Third,38,5,15,20,3,3,1,1,0
830,2023-11-02,06:54:57,Unauthorized Network Access,An unauthorized device gains network access bypassing security controls.,12,High,Resolved,Data Center,IT,Security,2023,November,day,Fourth,44,20,40,60,3,3,2,3,5
831,2023-10-09,13:45:00,Server Disk Failure,One of the server disks has failed.,9,High,Open,Data Center,Infrastructure,Hardware,2023,October,day,Fourth,41,0,0,0,3,1,3,3,4
832,2023-01-27,14:46:22,Data Replication Error,An error occurs during data replication causing inconsistencies or delays in data synchronization.,11,High,Resolved,Data Center,IT,Data,2023,January,day,First,4,20,40,60,3,3,2,3,6
833,2022-11-12,04:37:03,Unauthorized Software Access,An unauthorized user gains access to a software application potentially compromising its functionality.,12,Medium,Resolved,Server Room,IT,Security,2022,November,night,Fourth,45,30,60,90,2,3,2,2,5
834,2022-05-20,13:53:18,Network Intrusion Detection,Systems and processes for detecting and responding to network intrusion attempts or security breaches.,6,High,Resolved,Data Center,IT,Network,2022,May,day,Second,20,20,40,60,3,3,2,3,3
835,2022-04-08,07:01:21,Application Data Backup Error,There is an error in the application data backup process risking data loss in case of a system failure.,13,High,Resolved,Server Room,IT,Data,2022,April,day,Second,14,30,60,90,3,3,2,2,6
836,2023-11-13,13:40:00,Server Power Supply Failure,A power supply unit on the server has failed.,9,High,Resolved,Data Center,Infrastructure,Hardware,2023,November,day,Fourth,46,10,50,60,3,3,3,3,4
837,2021-08-23,13:23:48,Server Backup Failure,The server backup process fails resulting in no recent backups available for disaster recovery.,8,Critical,Resolved,Data Center,IT,Infrastructure,2021,August,day,Third,34,20,40,60,4,3,2,3,2
838,2023-02-09,11:45:00,Network Firewall Block,The firewall is blocking legitimate network traffic.,12,Medium,Open,Server Room,Security,Security,2023,February,day,First,6,0,0,0,2,1,4,2,5
839,2023-07-16,14:45:00,Server Power Supply Failure,A power supply unit on the server has failed.,9,High,Resolved,Data Center,Infrastructure,Hardware,2023,July,day,Third,28,10,50,60,3,3,3,3,4
840,2022-12-24,09:09:31,Data Synchronization Problem,Data synchronization between systems or databases encounters issues causing data inconsistencies or delays.,11,High,Resolved,Data Center,IT,Data,2022,December,day,Fourth,51,30,60,90,3,3,2,3,6
841,2023-10-16,09:00:00,Printer Offline,The printer is offline and not responding.,9,Low,Resolved,Office,Infrastructure,Hardware,2023,October,day,Fourth,42,5,10,15,1,3,3,1,4
842,2023-05-06,16:50:00,Software Update Failure,The latest software update failed to install properly.,7,Low,Open,Server Room,IT,Performance,2023,May,day,Second,18,0,0,0,1,1,2,2,1
843,2023-04-10,11:00:00,Application Crashed,The application has crashed unexpectedly.,0,Critical,Open,Office,Applications,Application,2023,April,day,Second,15,0,0,0,4,1,1,1,0
844,2021-10-29,12:20:04,Email Spam Filtering Issue,The email spam filtering system is not functioning correctly resulting in increased spam emails.,16,Medium,Resolved,Server Room,IT,Security,2021,October,day,Fourth,43,15,30,45,2,3,2,2,5
845,2021-11-15,09:04:29,Data Breach Notification,A data breach is discovered triggering the need for internal and external notifications and investigations.,11,Critical,Resolved,Office,IT,Data,2021,November,day,Fourth,46,20,40,60,4,3,2,1,6
